combination_key,o_band,c_band,e_band,a_band,n_band,nearest_canonical_profile_key,profile_label_zh,profile_match_confidence,canonical_profile_usage,profile_label_public_allowed,interpretation_scope,tension_level,primary_axis_zh,primary_trait_band_assets,primary_coupling_assets,facet_route_priorities,scenario_priorities,runtime_use,production_use_allowed,ready_for_pilot
O5_C3_E4_A1_N1,very_high,mid,high,very_low,very_low,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜低情绪 / 高开放 / 低宜人,O_very_high|C_mid|E_high|A_very_low|N_very_low,o_high_x_a_low,表达强度|探索边界|现实过滤下的开放|边界表达|冲突敏感,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E4_A1_N2,very_high,mid,high,very_low,low,sharp_exploratory_driver,锋利探索推进者,medium,nearest_route_only,conditional,high_tension_or_mixed,very_high,高开放 × 低宜人 × 低情绪,O_very_high|C_mid|E_high|A_very_low|N_low,o_high_x_a_low,表达强度|探索边界|现实过滤下的开放|边界表达|冲突敏感,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E4_A1_N3,very_high,mid,high,very_low,mid,sharp_exploratory_driver,锋利探索推进者,medium,nearest_route_only,conditional,high_tension_or_mixed,very_high,高开放 × 低宜人 × 高外向,O_very_high|C_mid|E_high|A_very_low|N_mid,o_high_x_a_low,表达强度|探索边界|现实过滤下的开放|边界表达|冲突敏感,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E4_A1_N4,very_high,mid,high,very_low,high,sharp_exploratory_driver,锋利探索推进者,medium,nearest_route_only,conditional,high_tension_or_mixed,very_high,高开放 × 低宜人 × 高情绪,O_very_high|C_mid|E_high|A_very_low|N_high,n_high_x_o_mid_high|e_high_x_n_high|a_low_x_n_high|o_high_x_a_low,压力信号感知|恢复阈值|表达强度|探索边界|现实过滤下的开放,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E4_A1_N5,very_high,mid,high,very_low,very_high,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高情绪 / 高开放 / 低宜人,O_very_high|C_mid|E_high|A_very_low|N_very_high,n_high_x_o_mid_high|e_high_x_n_high|a_low_x_n_high|o_high_x_a_low,压力信号感知|恢复阈值|表达强度|探索边界|现实过滤下的开放,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E4_A2_N1,very_high,mid,high,low,very_low,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜低情绪 / 高开放 / 高外向,O_very_high|C_mid|E_high|A_low|N_very_low,o_high_x_a_low,表达强度|探索边界|现实过滤下的开放|边界表达|冲突敏感,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E4_A2_N2,very_high,mid,high,low,low,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高开放 / 低情绪 / 高外向,O_very_high|C_mid|E_high|A_low|N_low,o_high_x_a_low,表达强度|探索边界|现实过滤下的开放|边界表达|冲突敏感,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E4_A2_N3,very_high,mid,high,low,mid,sharp_exploratory_driver,锋利探索推进者,medium,nearest_route_only,conditional,high_tension_or_mixed,high,高开放 × 高外向 × 低宜人,O_very_high|C_mid|E_high|A_low|N_mid,o_high_x_a_low,表达强度|探索边界|现实过滤下的开放|边界表达|冲突敏感,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E4_A2_N4,very_high,mid,high,low,high,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高开放 / 高情绪 / 高外向,O_very_high|C_mid|E_high|A_low|N_high,n_high_x_o_mid_high|e_high_x_n_high|a_low_x_n_high|o_high_x_a_low,压力信号感知|恢复阈值|表达强度|探索边界|现实过滤下的开放,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E4_A2_N5,very_high,mid,high,low,very_high,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高情绪 / 高开放 / 高外向,O_very_high|C_mid|E_high|A_low|N_very_high,n_high_x_o_mid_high|e_high_x_n_high|a_low_x_n_high|o_high_x_a_low,压力信号感知|恢复阈值|表达强度|探索边界|现实过滤下的开放,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E4_A3_N1,very_high,mid,high,mid,very_low,complex_explorer_low_structure,复杂理解型探索者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜低情绪 / 高开放 / 高外向,O_very_high|C_mid|E_high|A_mid|N_very_low,,表达强度|探索边界|现实过滤下的开放,personal_growth|workplace|collaboration|stress_recovery|relationships,staging_only,false,false
O5_C3_E4_A3_N2,very_high,mid,high,mid,low,complex_explorer_low_structure,复杂理解型探索者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高开放 / 低情绪 / 高外向,O_very_high|C_mid|E_high|A_mid|N_low,,表达强度|探索边界|现实过滤下的开放,personal_growth|workplace|collaboration|stress_recovery|relationships,staging_only,false,false
O5_C3_E4_A3_N3,very_high,mid,high,mid,mid,complex_explorer_low_structure,复杂理解型探索者,medium,nearest_route_only,conditional,clear_signature,medium,高开放 × 高外向,O_very_high|C_mid|E_high|A_mid|N_mid,,表达强度|探索边界|现实过滤下的开放,personal_growth|workplace|collaboration|stress_recovery|relationships,staging_only,false,false
O5_C3_E4_A3_N4,very_high,mid,high,mid,high,complex_explorer_low_structure,复杂理解型探索者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高开放 / 高情绪 / 高外向,O_very_high|C_mid|E_high|A_mid|N_high,n_high_x_o_mid_high|a_mid_x_n_high|e_high_x_n_high,压力信号感知|恢复阈值|表达强度|探索边界|现实过滤下的开放,personal_growth|workplace|collaboration|stress_recovery|relationships,staging_only,false,false
O5_C3_E4_A3_N5,very_high,mid,high,mid,very_high,complex_explorer_low_structure,复杂理解型探索者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高情绪 / 高开放 / 高外向,O_very_high|C_mid|E_high|A_mid|N_very_high,n_high_x_o_mid_high|a_mid_x_n_high|e_high_x_n_high,压力信号感知|恢复阈值|表达强度|探索边界|现实过滤下的开放,personal_growth|workplace|collaboration|stress_recovery|relationships,staging_only,false,false
O5_C3_E4_A4_N1,very_high,mid,high,high,very_low,connective_coordinator,连接驱动协调者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜低情绪 / 高开放 / 高外向,O_very_high|C_mid|E_high|A_high|N_very_low,e_high_x_a_high,表达强度|探索边界|现实过滤下的开放|合作承接|关系缓冲,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E4_A4_N2,very_high,mid,high,high,low,complex_explorer_low_structure,复杂理解型探索者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高开放 / 低情绪 / 高外向,O_very_high|C_mid|E_high|A_high|N_low,e_high_x_a_high,表达强度|探索边界|现实过滤下的开放|合作承接|关系缓冲,personal_growth|workplace|collaboration|stress_recovery|relationships,staging_only,false,false
O5_C3_E4_A4_N3,very_high,mid,high,high,mid,complex_explorer_low_structure,复杂理解型探索者,low,generic_band_route,false,clear_signature,medium,实际五维路由｜高开放 / 高外向 / 高宜人,O_very_high|C_mid|E_high|A_high|N_mid,e_high_x_a_high,表达强度|探索边界|现实过滤下的开放|合作承接|关系缓冲,personal_growth|workplace|collaboration|stress_recovery|relationships,staging_only,false,false
O5_C3_E4_A4_N4,very_high,mid,high,high,high,complex_explorer_low_structure,复杂理解型探索者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高开放 / 高情绪 / 高外向,O_very_high|C_mid|E_high|A_high|N_high,n_high_x_o_mid_high|e_high_x_n_high|e_high_x_a_high,压力信号感知|恢复阈值|表达强度|探索边界|现实过滤下的开放,personal_growth|workplace|collaboration|stress_recovery|relationships,staging_only,false,false
O5_C3_E4_A4_N5,very_high,mid,high,high,very_high,complex_explorer_low_structure,复杂理解型探索者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高情绪 / 高开放 / 高外向,O_very_high|C_mid|E_high|A_high|N_very_high,n_high_x_o_mid_high|e_high_x_n_high|e_high_x_a_high,压力信号感知|恢复阈值|表达强度|探索边界|现实过滤下的开放,personal_growth|workplace|collaboration|stress_recovery|relationships,staging_only,false,false
O5_C3_E4_A5_N1,very_high,mid,high,very_high,very_low,connective_coordinator,连接驱动协调者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜低情绪 / 高开放 / 高宜人,O_very_high|C_mid|E_high|A_very_high|N_very_low,e_high_x_a_high,表达强度|探索边界|现实过滤下的开放|合作承接|关系缓冲,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E4_A5_N2,very_high,mid,high,very_high,low,connective_coordinator,连接驱动协调者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高开放 / 高宜人 / 低情绪,O_very_high|C_mid|E_high|A_very_high|N_low,e_high_x_a_high,表达强度|探索边界|现实过滤下的开放|合作承接|关系缓冲,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E4_A5_N3,very_high,mid,high,very_high,mid,complex_explorer_low_structure,复杂理解型探索者,low,generic_band_route,false,clear_signature,medium,实际五维路由｜高开放 / 高宜人 / 高外向,O_very_high|C_mid|E_high|A_very_high|N_mid,e_high_x_a_high,表达强度|探索边界|现实过滤下的开放|合作承接|关系缓冲,personal_growth|workplace|collaboration|stress_recovery|relationships,staging_only,false,false
O5_C3_E4_A5_N4,very_high,mid,high,very_high,high,complex_explorer_low_structure,复杂理解型探索者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高开放 / 高宜人 / 高情绪,O_very_high|C_mid|E_high|A_very_high|N_high,n_high_x_o_mid_high|e_high_x_n_high|e_high_x_a_high,压力信号感知|恢复阈值|表达强度|探索边界|现实过滤下的开放,personal_growth|workplace|collaboration|stress_recovery|relationships,staging_only,false,false
O5_C3_E4_A5_N5,very_high,mid,high,very_high,very_high,complex_explorer_low_structure,复杂理解型探索者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高情绪 / 高开放 / 高宜人,O_very_high|C_mid|E_high|A_very_high|N_very_high,n_high_x_o_mid_high|e_high_x_n_high|e_high_x_a_high,压力信号感知|恢复阈值|表达强度|探索边界|现实过滤下的开放,personal_growth|workplace|collaboration|stress_recovery|relationships,staging_only,false,false
O5_C3_E5_A1_N1,very_high,mid,very_high,very_low,very_low,sharp_exploratory_driver,锋利探索推进者,medium,nearest_route_only,conditional,high_tension_or_mixed,very_high,低情绪 × 高开放 × 高外向,O_very_high|C_mid|E_very_high|A_very_low|N_very_low,o_high_x_a_low,表达强度|探索边界|现实过滤下的开放|边界表达|冲突敏感,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E5_A1_N2,very_high,mid,very_high,very_low,low,sharp_exploratory_driver,锋利探索推进者,medium,nearest_route_only,conditional,high_tension_or_mixed,very_high,高开放 × 高外向 × 低宜人,O_very_high|C_mid|E_very_high|A_very_low|N_low,o_high_x_a_low,表达强度|探索边界|现实过滤下的开放|边界表达|冲突敏感,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E5_A1_N3,very_high,mid,very_high,very_low,mid,sharp_exploratory_driver,锋利探索推进者,high,direct_profile_route,true,high_tension_or_mixed,very_high,高开放 × 高外向 × 低宜人,O_very_high|C_mid|E_very_high|A_very_low|N_mid,o_high_x_a_low,表达强度|探索边界|现实过滤下的开放|边界表达|冲突敏感,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E5_A1_N4,very_high,mid,very_high,very_low,high,sharp_exploratory_driver,锋利探索推进者,medium,nearest_route_only,conditional,high_tension_or_mixed,very_high,高开放 × 高外向 × 低宜人,O_very_high|C_mid|E_very_high|A_very_low|N_high,n_high_x_o_mid_high|e_high_x_n_high|a_low_x_n_high|o_high_x_a_low,压力信号感知|恢复阈值|表达强度|探索边界|现实过滤下的开放,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E5_A1_N5,very_high,mid,very_high,very_low,very_high,sharp_exploratory_driver,锋利探索推进者,medium,nearest_route_only,conditional,high_tension_or_mixed,very_high,高情绪 × 高开放 × 高外向,O_very_high|C_mid|E_very_high|A_very_low|N_very_high,n_high_x_o_mid_high|e_high_x_n_high|a_low_x_n_high|o_high_x_a_low,压力信号感知|恢复阈值|表达强度|探索边界|现实过滤下的开放,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E5_A2_N1,very_high,mid,very_high,low,very_low,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜低情绪 / 高开放 / 高外向,O_very_high|C_mid|E_very_high|A_low|N_very_low,o_high_x_a_low,表达强度|探索边界|现实过滤下的开放|边界表达|冲突敏感,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E5_A2_N2,very_high,mid,very_high,low,low,sharp_exploratory_driver,锋利探索推进者,medium,nearest_route_only,conditional,high_tension_or_mixed,high,高开放 × 高外向 × 低情绪,O_very_high|C_mid|E_very_high|A_low|N_low,o_high_x_a_low,表达强度|探索边界|现实过滤下的开放|边界表达|冲突敏感,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E5_A2_N3,very_high,mid,very_high,low,mid,sharp_exploratory_driver,锋利探索推进者,high,direct_profile_route,true,high_tension_or_mixed,high,高开放 × 高外向 × 低宜人,O_very_high|C_mid|E_very_high|A_low|N_mid,o_high_x_a_low,表达强度|探索边界|现实过滤下的开放|边界表达|冲突敏感,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E5_A2_N4,very_high,mid,very_high,low,high,sharp_exploratory_driver,锋利探索推进者,medium,nearest_route_only,conditional,high_tension_or_mixed,high,高开放 × 高外向 × 高情绪,O_very_high|C_mid|E_very_high|A_low|N_high,n_high_x_o_mid_high|e_high_x_n_high|a_low_x_n_high|o_high_x_a_low,压力信号感知|恢复阈值|表达强度|探索边界|现实过滤下的开放,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E5_A2_N5,very_high,mid,very_high,low,very_high,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高情绪 / 高开放 / 高外向,O_very_high|C_mid|E_very_high|A_low|N_very_high,n_high_x_o_mid_high|e_high_x_n_high|a_low_x_n_high|o_high_x_a_low,压力信号感知|恢复阈值|表达强度|探索边界|现实过滤下的开放,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E5_A3_N1,very_high,mid,very_high,mid,very_low,connective_coordinator,连接驱动协调者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜低情绪 / 高开放 / 高外向,O_very_high|C_mid|E_very_high|A_mid|N_very_low,,表达强度|探索边界|现实过滤下的开放,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E5_A3_N2,very_high,mid,very_high,mid,low,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高开放 / 高外向 / 低情绪,O_very_high|C_mid|E_very_high|A_mid|N_low,,表达强度|探索边界|现实过滤下的开放,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E5_A3_N3,very_high,mid,very_high,mid,mid,sharp_exploratory_driver,锋利探索推进者,medium,nearest_route_only,conditional,clear_signature,medium,高开放 × 高外向,O_very_high|C_mid|E_very_high|A_mid|N_mid,,表达强度|探索边界|现实过滤下的开放,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E5_A3_N4,very_high,mid,very_high,mid,high,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高开放 / 高外向 / 高情绪,O_very_high|C_mid|E_very_high|A_mid|N_high,n_high_x_o_mid_high|a_mid_x_n_high|e_high_x_n_high,压力信号感知|恢复阈值|表达强度|探索边界|现实过滤下的开放,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E5_A3_N5,very_high,mid,very_high,mid,very_high,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高情绪 / 高开放 / 高外向,O_very_high|C_mid|E_very_high|A_mid|N_very_high,n_high_x_o_mid_high|a_mid_x_n_high|e_high_x_n_high,压力信号感知|恢复阈值|表达强度|探索边界|现实过滤下的开放,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E5_A4_N1,very_high,mid,very_high,high,very_low,connective_coordinator,连接驱动协调者,medium,nearest_route_only,conditional,high_tension_or_mixed,very_high,低情绪 × 高开放 × 高外向,O_very_high|C_mid|E_very_high|A_high|N_very_low,e_high_x_a_high,表达强度|探索边界|现实过滤下的开放|合作承接|关系缓冲,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E5_A4_N2,very_high,mid,very_high,high,low,connective_coordinator,连接驱动协调者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高开放 / 高外向 / 低情绪,O_very_high|C_mid|E_very_high|A_high|N_low,e_high_x_a_high,表达强度|探索边界|现实过滤下的开放|合作承接|关系缓冲,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E5_A4_N3,very_high,mid,very_high,high,mid,sharp_exploratory_driver,锋利探索推进者,medium,nearest_route_only,conditional,clear_signature,medium,高开放 × 高外向 × 高宜人,O_very_high|C_mid|E_very_high|A_high|N_mid,e_high_x_a_high,表达强度|探索边界|现实过滤下的开放|合作承接|关系缓冲,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E5_A4_N4,very_high,mid,very_high,high,high,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高开放 / 高外向 / 高情绪,O_very_high|C_mid|E_very_high|A_high|N_high,n_high_x_o_mid_high|e_high_x_n_high|e_high_x_a_high,压力信号感知|恢复阈值|表达强度|探索边界|现实过滤下的开放,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E5_A4_N5,very_high,mid,very_high,high,very_high,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高情绪 / 高开放 / 高外向,O_very_high|C_mid|E_very_high|A_high|N_very_high,n_high_x_o_mid_high|e_high_x_n_high|e_high_x_a_high,压力信号感知|恢复阈值|表达强度|探索边界|现实过滤下的开放,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E5_A5_N1,very_high,mid,very_high,very_high,very_low,connective_coordinator,连接驱动协调者,medium,nearest_route_only,conditional,high_tension_or_mixed,very_high,低情绪 × 高开放 × 高外向,O_very_high|C_mid|E_very_high|A_very_high|N_very_low,e_high_x_a_high,表达强度|探索边界|现实过滤下的开放|合作承接|关系缓冲,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E5_A5_N2,very_high,mid,very_high,very_high,low,connective_coordinator,连接驱动协调者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高开放 / 高外向 / 高宜人,O_very_high|C_mid|E_very_high|A_very_high|N_low,e_high_x_a_high,表达强度|探索边界|现实过滤下的开放|合作承接|关系缓冲,collaboration|relationships|workplace|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E5_A5_N3,very_high,mid,very_high,very_high,mid,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,clear_signature,medium,实际五维路由｜高开放 / 高外向 / 高宜人,O_very_high|C_mid|E_very_high|A_very_high|N_mid,e_high_x_a_high,表达强度|探索边界|现实过滤下的开放|合作承接|关系缓冲,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E5_A5_N4,very_high,mid,very_high,very_high,high,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高开放 / 高外向 / 高宜人,O_very_high|C_mid|E_very_high|A_very_high|N_high,n_high_x_o_mid_high|e_high_x_n_high|e_high_x_a_high,压力信号感知|恢复阈值|表达强度|探索边界|现实过滤下的开放,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O5_C3_E5_A5_N5,very_high,mid,very_high,very_high,very_high,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,high_tension_or_mixed,high,实际五维路由｜高情绪 / 高开放 / 高外向,O_very_high|C_mid|E_very_high|A_very_high|N_very_high,n_high_x_o_mid_high|e_high_x_n_high|e_high_x_a_high,压力信号感知|恢复阈值|表达强度|探索边界|现实过滤下的开放,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O5_C4_E1_A1_N1,very_high,high,very_low,very_low,very_low,quiet_deep_worker,稳态深工者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜低情绪 / 高开放 / 低外向,O_very_high|C_high|E_very_low|A_very_low|N_very_low,o_high_x_a_low,责任感线索|条理能力|进入门槛|探索边界|现实过滤下的开放,workplace|collaboration|personal_growth|relationships|stress_recovery,staging_only,false,false
O5_C4_E1_A1_N2,very_high,high,very_low,very_low,low,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高开放 / 低外向 / 低宜人,O_very_high|C_high|E_very_low|A_very_low|N_low,o_high_x_a_low,责任感线索|条理能力|进入门槛|探索边界|现实过滤下的开放,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O5_C4_E1_A1_N3,very_high,high,very_low,very_low,mid,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高开放 / 低外向 / 低宜人,O_very_high|C_high|E_very_low|A_very_low|N_mid,o_high_x_a_low,责任感线索|条理能力|进入门槛|探索边界|现实过滤下的开放,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O5_C4_E1_A1_N4,very_high,high,very_low,very_low,high,sharp_exploratory_driver,锋利探索推进者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高开放 / 低外向 / 低宜人,O_very_high|C_high|E_very_low|A_very_low|N_high,n_high_x_o_mid_high|n_high_x_e_low|c_high_x_n_high|a_low_x_n_high|o_high_x_a_low,压力信号感知|恢复阈值|责任感线索|条理能力|进入门槛,workplace|collaboration|relationships|personal_growth|stress_recovery,staging_only,false,false
O5_C4_E1_A1_N5,very_high,high,very_low,very_low,very_high,overloaded_internalizer,高负荷内耗型,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高情绪 / 高开放 / 低外向,O_very_high|C_high|E_very_low|A_very_low|N_very_high,n_high_x_o_mid_high|n_high_x_e_low|c_high_x_n_high|a_low_x_n_high|o_high_x_a_low,压力信号感知|恢复阈值|责任感线索|条理能力|进入门槛,stress_recovery|workplace|personal_growth|relationships|collaboration,staging_only,false,false
O5_C4_E1_A2_N1,very_high,high,very_low,low,very_low,quiet_deep_worker,稳态深工者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜低情绪 / 高开放 / 低外向,O_very_high|C_high|E_very_low|A_low|N_very_low,o_high_x_a_low,责任感线索|条理能力|进入门槛|探索边界|现实过滤下的开放,workplace|collaboration|personal_growth|relationships|stress_recovery,staging_only,false,false
O5_C4_E1_A2_N2,very_high,high,very_low,low,low,quiet_deep_worker,稳态深工者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高开放 / 低外向 / 低情绪,O_very_high|C_high|E_very_low|A_low|N_low,o_high_x_a_low,责任感线索|条理能力|进入门槛|探索边界|现实过滤下的开放,workplace|collaboration|personal_growth|relationships|stress_recovery,staging_only,false,false
O5_C4_E1_A2_N3,very_high,high,very_low,low,mid,complex_explorer_low_structure,复杂理解型探索者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高开放 / 低外向 / 高尽责,O_very_high|C_high|E_very_low|A_low|N_mid,o_high_x_a_low,责任感线索|条理能力|进入门槛|探索边界|现实过滤下的开放,personal_growth|workplace|collaboration|stress_recovery|relationships,staging_only,false,false
O5_C4_E1_A2_N4,very_high,high,very_low,low,high,sensitive_independent_thinker,敏锐的独立思考者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高开放 / 低外向 / 高情绪,O_very_high|C_high|E_very_low|A_low|N_high,n_high_x_o_mid_high|n_high_x_e_low|c_high_x_n_high|a_low_x_n_high|o_high_x_a_low,压力信号感知|恢复阈值|责任感线索|条理能力|进入门槛,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
O5_C4_E1_A2_N5,very_high,high,very_low,low,very_high,overloaded_internalizer,高负荷内耗型,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高情绪 / 高开放 / 低外向,O_very_high|C_high|E_very_low|A_low|N_very_high,n_high_x_o_mid_high|n_high_x_e_low|c_high_x_n_high|a_low_x_n_high|o_high_x_a_low,压力信号感知|恢复阈值|责任感线索|条理能力|进入门槛,stress_recovery|workplace|personal_growth|relationships|collaboration,staging_only,false,false
O5_C4_E1_A3_N1,very_high,high,very_low,mid,very_low,quiet_deep_worker,稳态深工者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜低情绪 / 高开放 / 低外向,O_very_high|C_high|E_very_low|A_mid|N_very_low,,责任感线索|条理能力|进入门槛|探索边界|现实过滤下的开放,workplace|collaboration|personal_growth|relationships|stress_recovery,staging_only,false,false
O5_C4_E1_A3_N2,very_high,high,very_low,mid,low,quiet_deep_worker,稳态深工者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高开放 / 低外向 / 低情绪,O_very_high|C_high|E_very_low|A_mid|N_low,,责任感线索|条理能力|进入门槛|探索边界|现实过滤下的开放,workplace|collaboration|personal_growth|relationships|stress_recovery,staging_only,false,false
O5_C4_E1_A3_N3,very_high,high,very_low,mid,mid,complex_explorer_low_structure,复杂理解型探索者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高开放 / 低外向 / 高尽责,O_very_high|C_high|E_very_low|A_mid|N_mid,,责任感线索|条理能力|进入门槛|探索边界|现实过滤下的开放,personal_growth|workplace|collaboration|stress_recovery|relationships,staging_only,false,false
O5_C4_E1_A3_N4,very_high,high,very_low,mid,high,sensitive_independent_thinker,敏锐的独立思考者,low,generic_band_route,false,high_tension_or_mixed,very_high,实际五维路由｜高开放 / 低外向 / 高情绪,O_very_high|C_high|E_very_low|A_mid|N_high,n_high_x_o_mid_high|n_high_x_e_low|a_mid_x_n_high|c_high_x_n_high,压力信号感知|恢复阈值|责任感线索|条理能力|进入门槛,workplace|relationships|stress_recovery|personal_growth|collaboration,staging_only,false,false
