asset_id,asset_key,asset_version,asset_type,asset_layer,profile_key,profile_label_zh,internal_combination_key,profile_axis_zh,section_key,module_keys,slot_key,copy_role,reading_mode,title_zh,summary_zh,body_zh,short_body_zh,section_route_key,must_include_assets,must_suppress_assets,recommended_trait_band_assets,recommended_coupling_assets,recommended_facet_assets,action_zh,dedupe_group,selection_priority,selection_specificity,fallback_allowed,render_surface,body_chars,safety_tags,qa_status,ready_for_pilot,runtime_use,production_use_allowed
b5_content_4_orderly_supporter_domains_overview_v0_1,big5_canonical_profile_orderly_supporter_domains_overview_v0_1,v0_1,canonical_profile_section,L1_core_body_route,orderly_supporter,秩序维护型支持者,O1_C5_E3_A5_N2,低开放 × 高尽责 × 高宜人,domains_overview,module_02_quick_understanding|module_03_trait_deep_dive,canonical_profile_domain_route.orderly_supporter,profile_section_route,quick|standard|deep,维度总览｜秩序维护型支持者,秩序维护型支持者在「维度总览」中的内容路由说明，定位为 staging profile-section asset。,“秩序维护型支持者”的维度总览要服务于阅读顺序，而不是简单列分数。这一路由应先解释 Big Five 是连续维度，再说明高低不是好坏，最后把五维位置连成一张行为地图。本 profile 的主导维度是 C、A，低位或支撑不足维度是 O，因此用户应先看主轴，再看哪些维度影响进入、表达、推进或恢复。这一节应调用五维 band 资产，避免把 profile label 写成结论。 如果这一段只与你部分贴近，可以先保留其中最具体的一条线索，再回到最近的真实场景中验证；它帮助你理解当前倾向，不要求你把全部生活都装进这个辅助标签。,维度总览路由：围绕“秩序维护型支持者”的 低开放 × 高尽责 × 高宜人，选择适合该 section 的基础资产。,orderly_supporter.domains_overview,profile:orderly_supporter|section:domains_overview|boundary:profile_label_assistive_only|trait_band:O.very_low|trait_band:C.very_high|trait_band:E.mid|trait_band:A.very_high|trait_band:N.low,fixed_type_language|profile_label_as_identity_category|diagnostic_language|hiring_or_screening_language|accuracy_claim|frontend_fallback|internal_metadata|complete_report_body|production_runtime_claim|o59_canonical_longform_body,trait_band:O.very_low|trait_band:C.very_high|trait_band:E.mid|trait_band:A.very_high|trait_band:N.low,coupling:o_low_x_c_high|coupling:a_high_x_c_high,facet:C2_high_reframe|facet:C3_high_reframe|facet:A4_high_reframe|facet:O4_low_reframe,先看最高张力维度和最低支撑维度，再决定深读顺序。,canonical_profile_section.orderly_supporter.domains_overview,72,80,False,result_page|pdf,261,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|profile_label_assistive_only,draft,False,staging_only,False
b5_content_4_orderly_supporter_domain_deep_dive_v0_1,big5_canonical_profile_orderly_supporter_domain_deep_dive_v0_1,v0_1,canonical_profile_section,L1_core_body_route,orderly_supporter,秩序维护型支持者,O1_C5_E3_A5_N2,低开放 × 高尽责 × 高宜人,domain_deep_dive,module_03_trait_deep_dive,canonical_profile_trait_route.orderly_supporter,profile_section_route,quick|standard|deep,五维深解｜秩序维护型支持者,秩序维护型支持者在「五维深解」中的内容路由说明，定位为 staging profile-section asset。,"在五维深解里，“秩序维护型支持者”应按主轴优先级组织 trait-band 资产。页面不需要重写完整报告，而要让用户看到每个维度在这个画像里承担什么角色：哪些维度提供能量和判断，哪些维度影响续航、边界或恢复。推荐优先调取 trait_band:O.very_low, trait_band:C.very_high, trait_band:E.mid, trait_band:A.very_high, trait_band:N.low，并让每张维度卡都包含帮助、代价、常见误读和使用方式。这一节的重点是把分数翻译成行为地图。",五维深解路由：围绕“秩序维护型支持者”的 低开放 × 高尽责 × 高宜人，选择适合该 section 的基础资产。,orderly_supporter.domain_deep_dive,profile:orderly_supporter|section:domain_deep_dive|boundary:profile_label_assistive_only|trait_band:O.very_low|trait_band:C.very_high|trait_band:E.mid|trait_band:A.very_high|trait_band:N.low,fixed_type_language|profile_label_as_identity_category|diagnostic_language|hiring_or_screening_language|accuracy_claim|frontend_fallback|internal_metadata|complete_report_body|production_runtime_claim|o59_canonical_longform_body,trait_band:O.very_low|trait_band:C.very_high|trait_band:E.mid|trait_band:A.very_high|trait_band:N.low,coupling:o_low_x_c_high|coupling:a_high_x_c_high,facet:C2_high_reframe|facet:C3_high_reframe|facet:A4_high_reframe|facet:O4_low_reframe,按主轴维度优先深读，再回看低分维度如何影响推进与表达。,canonical_profile_section.orderly_supporter.domain_deep_dive,73,80,False,result_page|pdf,261,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|profile_label_assistive_only,draft,False,staging_only,False
b5_content_4_orderly_supporter_facet_details_v0_1,big5_canonical_profile_orderly_supporter_facet_details_v0_1,v0_1,canonical_profile_section,L1_core_body_route,orderly_supporter,秩序维护型支持者,O1_C5_E3_A5_N2,低开放 × 高尽责 × 高宜人,facet_details,module_05_facet_reframe,canonical_profile_facet_route.orderly_supporter,profile_section_route,quick|standard|deep,细分维度焦点｜秩序维护型支持者,秩序维护型支持者在「细分维度焦点」中的内容路由说明，定位为 staging profile-section asset。,“秩序维护型支持者”的 facet_details 不应退回纯百分位列表，而要说明哪些刻面最能解释这个 profile 的反直觉表现。建议优先路由 C2、C3、A4 等 facet reframe，让用户理解为什么表面行为可能被误读。facet 只作为解释性推断，不是独立测量结论；分数可以放在目录或 metric row，主体应解释优势、代价和下一步。这一路由必须 suppress 百分位作为主解释、all placeholder 和任何诊断式表述。,细分维度焦点路由：围绕“秩序维护型支持者”的 低开放 × 高尽责 × 高宜人，选择适合该 section 的基础资产。,orderly_supporter.facet_details,profile:orderly_supporter|section:facet_details|boundary:profile_label_assistive_only|facet:C2_high_reframe|facet:C3_high_reframe|facet:A4_high_reframe|facet:O4_low_reframe,fixed_type_language|profile_label_as_identity_category|diagnostic_language|hiring_or_screening_language|accuracy_claim|frontend_fallback|internal_metadata|complete_report_body|production_runtime_claim|o59_canonical_longform_body|percentile_as_primary_explanation|all_placeholder,trait_band:O.very_low|trait_band:C.very_high|trait_band:E.mid|trait_band:A.very_high|trait_band:N.low,coupling:o_low_x_c_high|coupling:a_high_x_c_high,facet:C2_high_reframe|facet:C3_high_reframe|facet:A4_high_reframe|facet:O4_low_reframe,只把 facet 当解释线索使用，优先呈现反直觉发现和行动含义。,canonical_profile_section.orderly_supporter.facet_details,74,80,False,result_page|pdf,227,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|profile_label_assistive_only,draft,False,staging_only,False
b5_content_4_orderly_supporter_core_portrait_v0_1,big5_canonical_profile_orderly_supporter_core_portrait_v0_1,v0_1,canonical_profile_section,L1_core_body_route,orderly_supporter,秩序维护型支持者,O1_C5_E3_A5_N2,低开放 × 高尽责 × 高宜人,core_portrait,module_04_coupling|module_02_quick_understanding,canonical_profile_coupling_route.orderly_supporter,profile_section_route,quick|standard|deep,人格总览｜秩序维护型支持者,秩序维护型支持者在「人格总览」中的内容路由说明，定位为 staging profile-section asset。,core_portrait 是“秩序维护型支持者”最重要的整合层。它要把五维 band、主要 coupling 和 facet route 收束成一个主导冲突，而不是重复前面的分数。本 profile 应优先使用 o_low_x_c_high 等耦合资产，说明这些维度为什么会一起工作，以及它们怎样同时带来优势和成本。这里可以呈现 profile 的共通误读，但必须提醒用户：画像名是辅助理解标签，不是固定身份。若命中低质量或低共鸣状态，应降级为边界说明。,人格总览路由：围绕“秩序维护型支持者”的 低开放 × 高尽责 × 高宜人，选择适合该 section 的基础资产。,orderly_supporter.core_portrait,profile:orderly_supporter|section:core_portrait|boundary:profile_label_assistive_only|coupling:o_low_x_c_high|coupling:a_high_x_c_high|facet:C2_high_reframe|facet:C3_high_reframe|facet:A4_high_reframe|facet:O4_low_reframe,fixed_type_language|profile_label_as_identity_category|diagnostic_language|hiring_or_screening_language|accuracy_claim|frontend_fallback|internal_metadata|complete_report_body|production_runtime_claim|o59_canonical_longform_body,trait_band:O.very_low|trait_band:C.very_high|trait_band:E.mid|trait_band:A.very_high|trait_band:N.low,coupling:o_low_x_c_high|coupling:a_high_x_c_high,facet:C2_high_reframe|facet:C3_high_reframe|facet:A4_high_reframe|facet:O4_low_reframe,用耦合解释行为动力，不把辅助标签当成最终身份。,canonical_profile_section.orderly_supporter.core_portrait,75,80,False,result_page|pdf,228,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|profile_label_assistive_only,draft,False,staging_only,False
b5_content_4_orderly_supporter_norms_comparison_v0_1,big5_canonical_profile_orderly_supporter_norms_comparison_v0_1,v0_1,canonical_profile_section,L1_core_body_route,orderly_supporter,秩序维护型支持者,O1_C5_E3_A5_N2,低开放 × 高尽责 × 高宜人,norms_comparison,module_10_method_privacy,canonical_profile_norms_route.orderly_supporter,profile_section_route,quick|standard|deep,相对参照｜秩序维护型支持者,秩序维护型支持者在「相对参照」中的内容路由说明，定位为 staging profile-section asset。,“秩序维护型支持者”的相对参照不应使用英文 heading，也不应把分数写成排名或价值判断。这一节应把五维位置解释成相对倾向，说明哪些维度在当前组合里更突出、哪些维度只是提供背景。如果常模、百分位或 facet 支撑不足，应进入方法边界，而不是展示 normal curve 或“超过多少人”的强说法。推荐重点呈现 display band label 与中文解释，让用户把参照当作校准工具。 如果这一段只与你部分贴近，可以先保留其中最具体的一条线索，再回到最近的真实场景中验证；它帮助你理解当前倾向，不要求你把全部生活都装进这个辅助标签。,相对参照路由：围绕“秩序维护型支持者”的 低开放 × 高尽责 × 高宜人，选择适合该 section 的基础资产。,orderly_supporter.norms_comparison,profile:orderly_supporter|section:norms_comparison|boundary:profile_label_assistive_only|trait_band:O.very_low|trait_band:C.very_high|trait_band:E.mid|trait_band:A.very_high|trait_band:N.low,fixed_type_language|profile_label_as_identity_category|diagnostic_language|hiring_or_screening_language|accuracy_claim|frontend_fallback|internal_metadata|complete_report_body|production_runtime_claim|o59_canonical_longform_body|normal_curve_without_norms|population_rank_claim,trait_band:O.very_low|trait_band:C.very_high|trait_band:E.mid|trait_band:A.very_high|trait_band:N.low,coupling:o_low_x_c_high|coupling:a_high_x_c_high,facet:C2_high_reframe|facet:C3_high_reframe|facet:A4_high_reframe|facet:O4_low_reframe,把分数作为相对位置线索，而不是能力、价值或身份判断。,canonical_profile_section.orderly_supporter.norms_comparison,76,80,False,result_page|pdf,270,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|profile_label_assistive_only,draft,False,staging_only,False
b5_content_4_orderly_supporter_action_plan_v0_1,big5_canonical_profile_orderly_supporter_action_plan_v0_1,v0_1,canonical_profile_section,L1_core_body_route,orderly_supporter,秩序维护型支持者,O1_C5_E3_A5_N2,低开放 × 高尽责 × 高宜人,action_plan,module_06_application_matrix|module_07_collaboration_manual,canonical_profile_action_route.orderly_supporter,profile_section_route,quick|standard|deep,成长与下一步动作｜秩序维护型支持者,秩序维护型支持者在「成长与下一步动作」中的内容路由说明，定位为 staging profile-section asset。,action_plan 对“秩序维护型支持者”只做路线选择，不生成完整 scenario action。这一路由应根据 profile 的主轴把用户引向 workplace、relationships、personal_growth、stress_recovery 等优先场景，提供一个低风险、可复盘的下一步。建议结合主 coupling 和 facet reframe，说明为什么某些行动更适合作为 quick、standard 或 deep 的入口。必须避免泛化鸡汤、职业筛选或医学化建议，也不能把 O59 的行动文案套给所有 profile。,成长与下一步动作路由：围绕“秩序维护型支持者”的 低开放 × 高尽责 × 高宜人，选择适合该 section 的基础资产。,orderly_supporter.action_plan,profile:orderly_supporter|section:action_plan|boundary:profile_label_assistive_only|scenario_priority:workplace|scenario_priority:relationships|scenario_priority:personal_growth|scenario_priority:stress_recovery,fixed_type_language|profile_label_as_identity_category|diagnostic_language|hiring_or_screening_language|accuracy_claim|frontend_fallback|internal_metadata|complete_report_body|production_runtime_claim|o59_canonical_longform_body|full_scenario_action_pack,trait_band:O.very_low|trait_band:C.very_high|trait_band:E.mid|trait_band:A.very_high|trait_band:N.low,coupling:o_low_x_c_high|coupling:a_high_x_c_high,facet:C2_high_reframe|facet:C3_high_reframe|facet:A4_high_reframe|facet:O4_low_reframe,优先选择低风险、可执行、可复盘的下一步，不把建议写成命令。,canonical_profile_section.orderly_supporter.action_plan,77,80,False,result_page|pdf,274,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|profile_label_assistive_only,draft,False,staging_only,False
b5_content_4_orderly_supporter_methodology_and_access_v0_1,big5_canonical_profile_orderly_supporter_methodology_and_access_v0_1,v0_1,canonical_profile_section,L1_core_body_route,orderly_supporter,秩序维护型支持者,O1_C5_E3_A5_N2,低开放 × 高尽责 × 高宜人,methodology_and_access,module_00_trust_bar|module_10_method_privacy,canonical_profile_method_route.orderly_supporter,profile_section_route,quick|standard|deep,方法与边界说明｜秩序维护型支持者,秩序维护型支持者在「方法与边界说明」中的内容路由说明，定位为 staging profile-section asset。,methodology_and_access 要为“秩序维护型支持者”保留方法和边界，而不是继续加正文。这一节需要说明 Big Five 读取的是连续维度组合，profile label 只是辅助理解标签，低共鸣或部分共鸣时可以只保留贴近的线索。它还应提示用户：结果适合用于自我观察、复盘和后续对比，不应用作身份归类或外部判断。如果命中低质量、缺 facet 支撑或常模不可用，应优先显示边界说明和复测建议。 如果这一段只与你部分贴近，可以先保留其中最具体的一条线索，再回到最近的真实场景中验证；它帮助你理解当前倾向，不要求你把全部生活都装进这个辅助标签。,方法与边界说明路由：围绕“秩序维护型支持者”的 低开放 × 高尽责 × 高宜人，选择适合该 section 的基础资产。,orderly_supporter.methodology_and_access,profile:orderly_supporter|section:methodology_and_access|boundary:profile_label_assistive_only|method_boundary:continuous_traits|method_boundary:assistive_label|method_boundary:retest,fixed_type_language|profile_label_as_identity_category|diagnostic_language|hiring_or_screening_language|accuracy_claim|frontend_fallback|internal_metadata|complete_report_body|production_runtime_claim|o59_canonical_longform_body,trait_band:O.very_low|trait_band:C.very_high|trait_band:E.mid|trait_band:A.very_high|trait_band:N.low,coupling:o_low_x_c_high|coupling:a_high_x_c_high,facet:C2_high_reframe|facet:C3_high_reframe|facet:A4_high_reframe|facet:O4_low_reframe,在页面末尾再次提醒用户：这是当前五维位置，不是固定身份。,canonical_profile_section.orderly_supporter.methodology_and_access,78,80,False,result_page|pdf,278,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|profile_label_assistive_only,draft,False,staging_only,False
b5_content_4_overloaded_internalizer_hero_summary_v0_1,big5_canonical_profile_overloaded_internalizer_hero_summary_v0_1,v0_1,canonical_profile_section,L1_core_body_route,overloaded_internalizer,高负荷内耗型,O3_C2_E2_A3_N5,高情绪 × 低尽责 × 低外向,hero_summary,module_01_hero|module_02_quick_understanding,canonical_profile_entry.overloaded_internalizer,profile_section_route,quick|standard|deep,结果摘要｜高负荷内耗型,高负荷内耗型在「结果摘要」中的内容路由说明，定位为 staging profile-section asset。,在“高负荷内耗型”这个辅助理解标签下，首屏不应该急着给用户下结论，而是先把主轴说明清楚：高情绪 × 低尽责 × 低外向。这一节需要呈现五维快照、最强牵引维度和最容易被误读的地方，让用户知道自己应该从哪里开始读。建议突出 O:中位、C:偏低、E:偏低、A:中位、N:明显偏高，并提示这个标签只是帮助理解当前分数结构，不是身份归类。首屏的下一步只保留一个低风险入口：先看主轴是否贴近，再进入五维、facet 和行动层。 如果这一段只与你部分贴近，可以先保留其中最具体的一条线索，再回到最近的真实场景中验证；它帮助你理解当前倾向，不要求你把全部生活都装进这个辅助标签。,结果摘要路由：围绕“高负荷内耗型”的 高情绪 × 低尽责 × 低外向，选择适合该 section 的基础资产。,overloaded_internalizer.hero_summary,profile:overloaded_internalizer|section:hero_summary|boundary:profile_label_assistive_only|trait_band:O.mid|trait_band:C.low|trait_band:E.low|trait_band:A.mid|trait_band:N.very_high|coupling:n_high_x_e_low|coupling:c_low_x_n_high|coupling:e_low_x_c_low,fixed_type_language|profile_label_as_identity_category|diagnostic_language|hiring_or_screening_language|accuracy_claim|frontend_fallback|internal_metadata|complete_report_body|production_runtime_claim|o59_canonical_longform_body,trait_band:O.mid|trait_band:C.low|trait_band:E.low|trait_band:A.mid|trait_band:N.very_high,coupling:n_high_x_e_low|coupling:c_low_x_n_high|coupling:e_low_x_c_low,facet:N1_high_reframe|facet:N3_high_reframe|facet:N5_high_reframe|facet:C5_low_reframe|facet:E6_low_reframe,先确认这条画像是否帮助你抓住主轴，再进入五维与耦合细读。,canonical_profile_section.overloaded_internalizer.hero_summary,71,80,False,result_page|pdf,281,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|profile_label_assistive_only,draft,False,staging_only,False
b5_content_4_overloaded_internalizer_domains_overview_v0_1,big5_canonical_profile_overloaded_internalizer_domains_overview_v0_1,v0_1,canonical_profile_section,L1_core_body_route,overloaded_internalizer,高负荷内耗型,O3_C2_E2_A3_N5,高情绪 × 低尽责 × 低外向,domains_overview,module_02_quick_understanding|module_03_trait_deep_dive,canonical_profile_domain_route.overloaded_internalizer,profile_section_route,quick|standard|deep,维度总览｜高负荷内耗型,高负荷内耗型在「维度总览」中的内容路由说明，定位为 staging profile-section asset。,“高负荷内耗型”的维度总览要服务于阅读顺序，而不是简单列分数。这一路由应先解释 Big Five 是连续维度，再说明高低不是好坏，最后把五维位置连成一张行为地图。本 profile 的主导维度是 N，低位或支撑不足维度是 C、E，因此用户应先看主轴，再看哪些维度影响进入、表达、推进或恢复。这一节应调用五维 band 资产，避免把 profile label 写成结论。 如果这一段只与你部分贴近，可以先保留其中最具体的一条线索，再回到最近的真实场景中验证；它帮助你理解当前倾向，不要求你把全部生活都装进这个辅助标签。,维度总览路由：围绕“高负荷内耗型”的 高情绪 × 低尽责 × 低外向，选择适合该 section 的基础资产。,overloaded_internalizer.domains_overview,profile:overloaded_internalizer|section:domains_overview|boundary:profile_label_assistive_only|trait_band:O.mid|trait_band:C.low|trait_band:E.low|trait_band:A.mid|trait_band:N.very_high,fixed_type_language|profile_label_as_identity_category|diagnostic_language|hiring_or_screening_language|accuracy_claim|frontend_fallback|internal_metadata|complete_report_body|production_runtime_claim|o59_canonical_longform_body,trait_band:O.mid|trait_band:C.low|trait_band:E.low|trait_band:A.mid|trait_band:N.very_high,coupling:n_high_x_e_low|coupling:c_low_x_n_high|coupling:e_low_x_c_low,facet:N1_high_reframe|facet:N3_high_reframe|facet:N5_high_reframe|facet:C5_low_reframe|facet:E6_low_reframe,先看最高张力维度和最低支撑维度，再决定深读顺序。,canonical_profile_section.overloaded_internalizer.domains_overview,72,80,False,result_page|pdf,259,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|profile_label_assistive_only,draft,False,staging_only,False
b5_content_4_overloaded_internalizer_domain_deep_dive_v0_1,big5_canonical_profile_overloaded_internalizer_domain_deep_dive_v0_1,v0_1,canonical_profile_section,L1_core_body_route,overloaded_internalizer,高负荷内耗型,O3_C2_E2_A3_N5,高情绪 × 低尽责 × 低外向,domain_deep_dive,module_03_trait_deep_dive,canonical_profile_trait_route.overloaded_internalizer,profile_section_route,quick|standard|deep,五维深解｜高负荷内耗型,高负荷内耗型在「五维深解」中的内容路由说明，定位为 staging profile-section asset。,"在五维深解里，“高负荷内耗型”应按主轴优先级组织 trait-band 资产。页面不需要重写完整报告，而要让用户看到每个维度在这个画像里承担什么角色：哪些维度提供能量和判断，哪些维度影响续航、边界或恢复。推荐优先调取 trait_band:O.mid, trait_band:C.low, trait_band:E.low, trait_band:A.mid, trait_band:N.very_high，并让每张维度卡都包含帮助、代价、常见误读和使用方式。这一节的重点是把分数翻译成行为地图。",五维深解路由：围绕“高负荷内耗型”的 高情绪 × 低尽责 × 低外向，选择适合该 section 的基础资产。,overloaded_internalizer.domain_deep_dive,profile:overloaded_internalizer|section:domain_deep_dive|boundary:profile_label_assistive_only|trait_band:O.mid|trait_band:C.low|trait_band:E.low|trait_band:A.mid|trait_band:N.very_high,fixed_type_language|profile_label_as_identity_category|diagnostic_language|hiring_or_screening_language|accuracy_claim|frontend_fallback|internal_metadata|complete_report_body|production_runtime_claim|o59_canonical_longform_body,trait_band:O.mid|trait_band:C.low|trait_band:E.low|trait_band:A.mid|trait_band:N.very_high,coupling:n_high_x_e_low|coupling:c_low_x_n_high|coupling:e_low_x_c_low,facet:N1_high_reframe|facet:N3_high_reframe|facet:N5_high_reframe|facet:C5_low_reframe|facet:E6_low_reframe,按主轴维度优先深读，再回看低分维度如何影响推进与表达。,canonical_profile_section.overloaded_internalizer.domain_deep_dive,73,80,False,result_page|pdf,248,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|profile_label_assistive_only,draft,False,staging_only,False
b5_content_4_overloaded_internalizer_facet_details_v0_1,big5_canonical_profile_overloaded_internalizer_facet_details_v0_1,v0_1,canonical_profile_section,L1_core_body_route,overloaded_internalizer,高负荷内耗型,O3_C2_E2_A3_N5,高情绪 × 低尽责 × 低外向,facet_details,module_05_facet_reframe,canonical_profile_facet_route.overloaded_internalizer,profile_section_route,quick|standard|deep,细分维度焦点｜高负荷内耗型,高负荷内耗型在「细分维度焦点」中的内容路由说明，定位为 staging profile-section asset。,“高负荷内耗型”的 facet_details 不应退回纯百分位列表，而要说明哪些刻面最能解释这个 profile 的反直觉表现。建议优先路由 N1、N3、N5 等 facet reframe，让用户理解为什么表面行为可能被误读。facet 只作为解释性推断，不是独立测量结论；分数可以放在目录或 metric row，主体应解释优势、代价和下一步。这一路由必须 suppress 百分位作为主解释、all placeholder 和任何诊断式表述。,细分维度焦点路由：围绕“高负荷内耗型”的 高情绪 × 低尽责 × 低外向，选择适合该 section 的基础资产。,overloaded_internalizer.facet_details,profile:overloaded_internalizer|section:facet_details|boundary:profile_label_assistive_only|facet:N1_high_reframe|facet:N3_high_reframe|facet:N5_high_reframe|facet:C5_low_reframe|facet:E6_low_reframe,fixed_type_language|profile_label_as_identity_category|diagnostic_language|hiring_or_screening_language|accuracy_claim|frontend_fallback|internal_metadata|complete_report_body|production_runtime_claim|o59_canonical_longform_body|percentile_as_primary_explanation|all_placeholder,trait_band:O.mid|trait_band:C.low|trait_band:E.low|trait_band:A.mid|trait_band:N.very_high,coupling:n_high_x_e_low|coupling:c_low_x_n_high|coupling:e_low_x_c_low,facet:N1_high_reframe|facet:N3_high_reframe|facet:N5_high_reframe|facet:C5_low_reframe|facet:E6_low_reframe,只把 facet 当解释线索使用，优先呈现反直觉发现和行动含义。,canonical_profile_section.overloaded_internalizer.facet_details,74,80,False,result_page|pdf,225,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|profile_label_assistive_only,draft,False,staging_only,False
b5_content_4_overloaded_internalizer_core_portrait_v0_1,big5_canonical_profile_overloaded_internalizer_core_portrait_v0_1,v0_1,canonical_profile_section,L1_core_body_route,overloaded_internalizer,高负荷内耗型,O3_C2_E2_A3_N5,高情绪 × 低尽责 × 低外向,core_portrait,module_04_coupling|module_02_quick_understanding,canonical_profile_coupling_route.overloaded_internalizer,profile_section_route,quick|standard|deep,人格总览｜高负荷内耗型,高负荷内耗型在「人格总览」中的内容路由说明，定位为 staging profile-section asset。,core_portrait 是“高负荷内耗型”最重要的整合层。它要把五维 band、主要 coupling 和 facet route 收束成一个主导冲突，而不是重复前面的分数。本 profile 应优先使用 n_high_x_e_low、c_low_x_n_high 等耦合资产，说明这些维度为什么会一起工作，以及它们怎样同时带来优势和成本。这里可以呈现 profile 的共通误读，但必须提醒用户：画像名是辅助理解标签，不是固定身份。若命中低质量或低共鸣状态，应降级为边界说明。,人格总览路由：围绕“高负荷内耗型”的 高情绪 × 低尽责 × 低外向，选择适合该 section 的基础资产。,overloaded_internalizer.core_portrait,profile:overloaded_internalizer|section:core_portrait|boundary:profile_label_assistive_only|coupling:n_high_x_e_low|coupling:c_low_x_n_high|coupling:e_low_x_c_low|facet:N1_high_reframe|facet:N3_high_reframe|facet:N5_high_reframe|facet:C5_low_reframe|facet:E6_low_reframe,fixed_type_language|profile_label_as_identity_category|diagnostic_language|hiring_or_screening_language|accuracy_claim|frontend_fallback|internal_metadata|complete_report_body|production_runtime_claim|o59_canonical_longform_body,trait_band:O.mid|trait_band:C.low|trait_band:E.low|trait_band:A.mid|trait_band:N.very_high,coupling:n_high_x_e_low|coupling:c_low_x_n_high|coupling:e_low_x_c_low,facet:N1_high_reframe|facet:N3_high_reframe|facet:N5_high_reframe|facet:C5_low_reframe|facet:E6_low_reframe,用耦合解释行为动力，不把辅助标签当成最终身份。,canonical_profile_section.overloaded_internalizer.core_portrait,75,80,False,result_page|pdf,241,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|profile_label_assistive_only,draft,False,staging_only,False
b5_content_4_overloaded_internalizer_norms_comparison_v0_1,big5_canonical_profile_overloaded_internalizer_norms_comparison_v0_1,v0_1,canonical_profile_section,L1_core_body_route,overloaded_internalizer,高负荷内耗型,O3_C2_E2_A3_N5,高情绪 × 低尽责 × 低外向,norms_comparison,module_10_method_privacy,canonical_profile_norms_route.overloaded_internalizer,profile_section_route,quick|standard|deep,相对参照｜高负荷内耗型,高负荷内耗型在「相对参照」中的内容路由说明，定位为 staging profile-section asset。,“高负荷内耗型”的相对参照不应使用英文 heading，也不应把分数写成排名或价值判断。这一节应把五维位置解释成相对倾向，说明哪些维度在当前组合里更突出、哪些维度只是提供背景。如果常模、百分位或 facet 支撑不足，应进入方法边界，而不是展示 normal curve 或“超过多少人”的强说法。推荐重点呈现 display band label 与中文解释，让用户把参照当作校准工具。 如果这一段只与你部分贴近，可以先保留其中最具体的一条线索，再回到最近的真实场景中验证；它帮助你理解当前倾向，不要求你把全部生活都装进这个辅助标签。,相对参照路由：围绕“高负荷内耗型”的 高情绪 × 低尽责 × 低外向，选择适合该 section 的基础资产。,overloaded_internalizer.norms_comparison,profile:overloaded_internalizer|section:norms_comparison|boundary:profile_label_assistive_only|trait_band:O.mid|trait_band:C.low|trait_band:E.low|trait_band:A.mid|trait_band:N.very_high,fixed_type_language|profile_label_as_identity_category|diagnostic_language|hiring_or_screening_language|accuracy_claim|frontend_fallback|internal_metadata|complete_report_body|production_runtime_claim|o59_canonical_longform_body|normal_curve_without_norms|population_rank_claim,trait_band:O.mid|trait_band:C.low|trait_band:E.low|trait_band:A.mid|trait_band:N.very_high,coupling:n_high_x_e_low|coupling:c_low_x_n_high|coupling:e_low_x_c_low,facet:N1_high_reframe|facet:N3_high_reframe|facet:N5_high_reframe|facet:C5_low_reframe|facet:E6_low_reframe,把分数作为相对位置线索，而不是能力、价值或身份判断。,canonical_profile_section.overloaded_internalizer.norms_comparison,76,80,False,result_page|pdf,268,continuous_trait_language|non_diagnostic|non_hiring|no_hard_typing|no_accuracy_claim|profile_label_assistive_only,draft,False,staging_only,False
